CBP;DOMAIN;device;Device;Ger?;;;;
DSH;REST;widget.myWorkList.topZeroLabel;No open user tasks assigned to me;Es ist keine offenen Benutzeraufgaben vorhanden, die mir zugewiesen sind.;;;;;
DSH;REST;connection.widget.sideFilter.to;To;Nach;;;;;
DSH;REST;overview.widget.breakdown.title;Breakdown;Ausfall;;;;;
DSH;REST;widget.myWorkList.property.name;Name;Name;;;;;
DSH;REST;communication.bulk.selectedLabel;Selected communications;Ausgew?te Mitteilungen;;;;;
DSH;REST;connection.bulk.attributes.title;Enter new attribute values for the selected connections of connection type {0};F?ie ausgew?ten Verbindungen des Verbindungstyps {0} neue Attributwerte eingeben;;;;;
DSH;REST;connection.widget.tooltip.broken;Connection broken in the middle. Some communication tasks may have passed.;Verbindung mittendrin getrennt. Einige Kommunikationsaufgaben sind m?cherweise nicht abgeschlossen.;;x;;;
DSH;REST;overview.widget.breakdown.failed;Failed;Fehlgeschlagen;;;;;
DSH;REST;overview.widget.quicklinks.title;Quick links;Quick-Links;;;;;
DSH;REST;overview.widget.summary.numberOf;Number of {0};Anzahl der {0};;;;;
DSH;REST;communication.bulk.allDescription;Select all communications (related to filters and grouping on the communications  screen);Alle Mitteilungen ausw?en (anhand der Filter und Gruppierung auf dem Kommunikationsbildschirm).;;;;;
DSH;REST;connection.bulk.selectConnections;Select connections;Verbindungen ausw?en;;;;;
DSH;REST;connection.widget.sideFilter.from;From;Von;;;;;
DSH;REST;connection.widget.tooltip.success;No communication tasks have passed. Successful connection.;Es sind keine Kommunikationsaufgaben vergangen. Erfolgreiche Verbindung.;;;;;
DSH;REST;dashboard.widget.connections.link;View connections overview;Verbindungs?sicht anzeigen.;;;;;
DSH;REST;operator.dashboard.issuesEmptyMsg;No open issues assigned to me;Ihnen sind keine noch nicht behobenen Probleme zugewiesen.;;;;;
DSH;REST;overview.widget.breakdown.ongoing;Ongoing;Laufend;;;;;
DSH;REST;overview.widget.breakdown.success;Success;Erfolg;;;;;
DSH;REST;widget.myWorkList.alarms.topLabel;Top {0} most urgent alarms;Die wichtigsten {0} dringenden Alarmmeldungen;;;;;
DSH;REST;widget.myWorkList.issues.topLabel;Top {0} most urgent issues;Die wichtigsten {0} dringenden Probleme;;;;;
DSH;REST;connection.bulk.selectionGridError;Select at least one connection;Mindestens eine Verbindung ausw?en.;;;;;
DSH;REST;connection.widget.details.commPort;Communication port;Kommunikationsanschluss;;;;;
DSH;REST;connection.widget.details.duration;Duration;Dauer;;;;;
DSH;REST;connection.widget.details.emptyMsg;There are no connections to display;Keine Verbindungen zur Anzeige verf?r.;;;;;
DSH;REST;connection.widget.details.strategy;Strategy;Strategie;;;;;
DSH;REST;overview.widget.breakdown.showLess;Show less;Weniger anzeigen;;;;;
DSH;REST;overview.widget.breakdown.showMore;Show more;Mehr anzeigen;;;;;
DSH;REST;overview.widget.connections.header;Active connections ({0});Aktive Verbindungen ({0});;;;;
DSH;REST;overview.widget.headerSection.none;None;Keine;;;;;
DSH;REST;widget.myWorkList.property.dueDate;Due date;F?igkeitsdatum;;;;;
DSH;REST;connection.bulk.attribute.unchanged;Leave connection attribute unchanged;Verbindungsattribut unver?ert lassen.;;;;;
DSH;REST;connection.bulk.selectedDescription;Select connections in table;Verbindungen aus der Tabelle ausw?en;;;;;
DSH;REST;connection.widget.details.commTasks;Communication tasks;Kommunikationstasks;;;;;
DSH;REST;connection.widget.details.direction;Direction;Richtung;;;;;
DSH;REST;general.nrOfConnections.selected[0];No connections selected;Keine Verbindungen ausgew?t.;;;;;
DSH;REST;general.nrOfConnections.selected[1];{0} connection selected;{0} Verbindung ausgew?t;;;;;
DSH;REST;general.selectFavouriteDeviceGroups;Select favourite device groups;Bevorzugte Ger?gruppen ausw?en;;;;;
DSH;REST;general.sharedCommunicationSchedule;Shared communication schedule;Gemeinsamer ?ertragungszeitplan;;;;;
DSH;REST;generatereport.generateReportButton;Generate report;Bericht erstellen;;;;;
DSH;REST;overview.widget.flaggedDevices.flag;Click to flag the device;Zum Markieren das Ger?anklicken.;;;;;
DSH;REST;overview.widget.summary.connections;connections;Verbindungen;;;;;
DSH;REST;widget.myWorkList.assignedToMeLabel;Assigned to me ({0});Mir zugewiesen ({0});;;;;
DSH;REST;widget.myWorkList.myWorkgroupsLabel;In my workgroup(s) ({0});In meiner/-n Arbeitsgruppe(n) ({0});;;;;
DSH;REST;widget.myWorkList.property.priority;Priority;Priorit?;;;;
DSH;REST;connection.widget.details.connWindow;Connection window;Verbindungsfenster;;;;;
DSH;REST;connection.widget.details.displayMsg;{0} - {1} of {2} connections;{0} - {1} von {2} Verbindungen;;;;;
DSH;REST;connection.widget.details.retries[0];No retries;Keine Neuversuche;;;;;
DSH;REST;connection.widget.details.retries[1];1 retry;1 Neuversuch;;;;;
DSH;REST;connection.widget.quicklinks.viewAll;View all connections;Alle Verbindungen anzeigen.;;;;;
DSH;REST;connection.widget.tooltip.setupError;No connection could be made.;Es konnte keine Verbindung hergestellt werden.;;;;;
DSH;REST;dashboard.widget.communications.link;View communications overview;Mitteilungs?sicht anzeigen.;;;;;
DSH;REST;general.nrOfDeviceGroups.selected[0];No device groups selected;Keine Ger?gruppen ausgew?t;;;;;
DSH;REST;general.nrOfDeviceGroups.selected[1];{0} device group selected;{0} Ger?gruppe ausgew?t;;;;;
DSH;REST;overview.widget.headerSection.filter;Filter;Filter;;;;;
DSH;REST;communication.bulk.selectionGridError;Select at least one communication;Mindestens eine Kommunikation ausw?en.;;;;;
DSH;REST;communication.widget.details.emptyMsg;There are no communications to display;Keine Mitteilungen zur Anzeige verf?r.;;;;;
DSH;REST;overview.widget.communications.header;Active communications ({0});Aktive Mitteilungen ({0});;;;;
DSH;REST;overview.widget.flaggedDevices.header;My flagged devices ({0});Meine markierten Ger? ({0});;;;;
DSH;REST;overview.widget.flaggedDevices.unflag;Click to remove from the list of flagged devices;Das Element anklicken, um es aus der Liste der markierten Ger? zu entfernen.;;;;;
DSH;REST;overview.widget.percentage.aboveLabel;{0}% above target ({1}%);{0}% ? dem Zielwert ({1}%);;;;;
DSH;REST;overview.widget.percentage.belowLabel;{0}% below target ({1}%);{0}% unter dem Zielwert ({1}%);;;;;
DSH;REST;widget.myWorkList.alarms.topZeroLabel;No open alarms assigned to me;Es sind keine unbearbeiteten Alarmmeldungen vorhanden, die mir zugewiesen sind.;;;;;
DSH;REST;widget.myWorkList.issues.topZeroLabel;No open issues assigned to me;Es sind keine unbearbeiteten Probleme vorhanden, die mir zugewiesen sind.;;;;;
DSH;REST;communication.bulk.selectedDescription;Select communications in table;Mitteilungen aus der Tabelle ausw?en.;;;;;
DSH;REST;connection.widget.details.itemsPerPage;Connections per page;Verbindungen pro Seite;;;;;
DSH;REST;general.nrOfCommunications.selected[0];No communications selected;Keine Mitteilungen ausgew?t;;;;;
DSH;REST;general.nrOfCommunications.selected[1];{0} communication selected;{0} Kommunikation ausgew?t;;;;;
DSH;REST;general.nrOfConnections.selected[many];{0} connections selected;{0} Verbindungen ausgew?t;;;;;
DSH;REST;overview.widget.summary.communications;communications;Mitteilungen;;;;;
DSH;REST;widget.myWorkList.property.processName;Process name;Prozessname;;;;;
DSH;REST;communication.bulk.selectCommunications;Select communications;Mitteilungen ausw?en.;;;;;
DSH;REST;communication.widget.details.displayMsg;{0} - {1} of {2} communications;{0} - {1} von {2} Mitteilungen;;;;;
DSH;REST;communication.widget.details.finishedOn;Finished successfully on;Erfolgreich fertiggestellt am;;;;;
DSH;REST;communication.widget.quicklinks.viewAll;View all communications;Alle Mitteilungen anzeigen.;;;;;
DSH;REST;connection.widget.details.lastCommTasks;Last communication tasks;Letzte Kommunikationstasks;;;;;
DSH;REST;connection.widget.details.retries[many];{0} retries;{0} Neuversuche;;;;;
DSH;REST;general.nrOfDeviceGroups.selected[many];{0} device groups selected;{0} Ger?gruppen ausgew?t;;;;;
DSH;REST;myFavoriteDeviceGroups.grid.type.static;Static;Statisch;;;;;
DSH;REST;communication.bulk.confirmation.runTitle;Run the selected communications?;Ausgew?te Mitteilungen ausf?n?;;;;;
DSH;REST;communication.widget.quicklinks.myIssues;My open issues;Meine ge?eten Probleme;;;;;
DSH;REST;connection.bulk.confirmation.runNowTitle;Run the selected connections now?;Die ausgew?ten Verbindungen jetzt ausf?n?;;;;;
DSH;REST;connection.widget.details.displayMoreMsg;{0} - {1} of more than {2} connections;{0} - {1} von mehr als {2} Verbindungen;;;;;
DSH;REST;connection.widget.details.nextConnection;Next connection;N?ste Verbindung;;;;;
DSH;REST;connection.widget.readOutsOverTime.title;Connections over time;Verbindungen im Zeitablauf;;;;;
DSH;REST;myFavoriteDeviceGroups.grid.type.dynamic;Dynamic;Dynamisch;;;;;
DSH;REST;communication.widget.details.itemsPerPage;Communications per page;Mitteilungen pro Seite;;;;;
DSH;REST;connection.widget.readOutsOverTime.yLabel;Number of connections;Anzahl der Verbindungen;;;;;
DSH;REST;general.nrOfCommunications.selected[many];{0} communications selected;{0} Mitteilungen ausgew?t;;;;;
DSH;REST;communication.bulk.result.failure.runTitle;Failed to queue the selected communications.;Einf? der ausgew?ten Mitteilungen in die Warteschlange fehlgeschlagen.;;;;;
DSH;REST;communication.bulk.result.success.runTitle;Successfully queued the selected communications.;Die ausgew?ten Mitteilungen wurden erfolgreich in die Warteschlange gestellt.;;;;;
DSH;REST;connection.bulk.result.failure.runNowTitle;Failed to queue selected connections.;Einf? der ausgew?ten Verbindungen in die Warteschlange fehlgeschlagen.;;;;;
DSH;REST;connection.bulk.result.success.runNowTitle;Successfully queued selected connections.;Die ausgew?ten Verbindungen wurden erfolgreich in die Warteschlange gestellt.;;;;;
DSH;REST;overview.widget.flaggedDevices.device.name;Name;Name;;;;;
DSH;REST;communication.bulk.confirmation.runNowTitle;Run the selected communications now?;Die ausgew?ten Mitteilungen jetzt ausf?n?;;;;;
DSH;REST;communication.widget.details.commmunication;Communication;Kommunikation;;;;;
DSH;REST;communication.widget.details.displayMoreMsg;{0} - {1} of more than {2} communications;{0} - {1} von mehr als {2} Mitteilungen;;;;;
DSH;REST;connection.widget.details.comTasksFailed[0];No communication tasks failed;Keine Kommunikationstasks fehlgeschlagen;;;;;
DSH;REST;connection.widget.details.comTasksFailed[1];1 communication task failed;1 Kommunikationstask fehlgeschlagen;;;;;
DSH;REST;connection.widget.readOutsOverTime.emptyMsg;Connections over time aren''t measured for the selected group.;Verbindungen im Zeitverlauf werden f?ie ausgew?te Gruppe nicht gemessen.;x;;;;
DSH;REST;overview.widget.communicationServers.header;Active communication servers ({0});Aktive Kommunikationsserver ({0});;;;;
DSH;REST;communications.widget.readOutsOverTime.title;Communications over time;Mitteilungen im Zeitverlauf;;;;;
DSH;REST;connection.widget.details.connectionMenuItem;View connection log;Verbindungsprotokoll anzeigen;;;;;
DSH;REST;overview.widget.communicationServers.blocked;blocked;Gesperrt;;;;;
DSH;REST;overview.widget.communicationServers.running;running;Ausf?ng;;;;;
DSH;REST;overview.widget.communicationServers.stopped;stopped;Angehalten;;;;;
DSH;REST;overview.widget.favouriteDeviceGroups.header;My favourite device groups ({0});Meine bevorzugten Ger?gruppen ({0});;;;;
DSH;REST;workspace.myFavoriteDeviceGroups.empty.title;No device groups found;Keine Ger?gruppen gefunden;;;;;
DSH;REST;communication.bulk.result.failure.runNowTitle;Failed to queue the selected communications.;Einf? der ausgew?ten Mitteilungen in die Warteschlange fehlgeschlagen.;;;;;
DSH;REST;communication.bulk.result.success.runNowTitle;Successfully queued the selected communications.;Die ausgew?ten Mitteilungen wurden erfolgreich in die Warteschlange gestellt.;;;;;
DSH;REST;communications.widget.readOutsOverTime.yLabel;Number of communications;Anzahl der Mitteilungen;;;;;
DSH;REST;overview.widget.communicationServers.inactive;inactive;Inaktiv;;;;;
DSH;REST;overview.widget.flaggedDevices.device.comment;Comment;Kommentar;;;;;
DSH;REST;overview.widget.flaggedDevices.noDevicesFound;No flagged devices found;Keine markierten Ger? gefunden;;;;;
DSH;REST;widget.myWorkList.property.processInstancesId;Process ID;Prozesskennung;;;;;
DSH;REST;communication.bulk.confirmation.runDescription;The selected communications will be queued for the next scheduled run. Status will be available in the column 'Current status'.;Die ausgew?ten Mitteilungen werden zur n?sten geplanten Ausf?ng in die Warteschlange gestellt. Der Status wird in der Spalte 'Aktueller Status' verf?r sein.;x;;;;
DSH;REST;communications.widget.topfilter.startedBetween;Started between;Gestartet zwischen;;;;;
DSH;REST;connection.bulk.confirmation.runNowDescription;The selected connections and their associated executable tasks will be queued. Status will be available in the column 'Current status'.;Die ausgew?ten Verbindungen und die zugeh?en ausf?aren Tasks werden in die Warteschlange gestellt. Der Status wird in der Spalte 'Aktueller Status' verf?r sein.;x;;;;
DSH;REST;connection.widget.details.comTasksFailed[many];{0} communication tasks failed;{0} Kommunikationstasks fehlgeschlagen;;;;;
DSH;REST;overview.widget.favoriteDeviceGroups.selectBtn;Select;Ausw?en;;;;;
DSH;REST;overview.widget.favouriteDeviceGroups.notFound;No favourite device groups found;Es wurden keine bevorzugten Ger?gruppen gefunden.;;;;;
DSH;REST;communication.widget.details.commmunicationTask;Communication task;?ertragungsaufgabe;;;;;
DSH;REST;communications.widget.readOutsOverTime.emptyMsg;Communications over time aren''t measured for the selected group.;Mitteilungen im Zeitverlauf werden f?ie ausgew?te Gruppe nicht gemessen.;x;;;;
DSH;REST;communications.widget.topfilter.finishedBetween;Finished between;Beendet zwischen;;;;;
DSH;REST;connection.widget.details.comTasksSuccessful[0];No communication tasks successful;Keine Kommunikationstasks erfolgreich;;;;;
DSH;REST;connection.widget.details.comTasksSuccessful[1];1 communication task successful;1 Kommunikationstask erfolgreich;;;;;
DSH;REST;connection.widget.details.communicationTasksOfX;Communication tasks of {0};Kommunikationstasks von {0};;;;;
DSH;REST;overview.widget.openDataCollectionIssues.header;Open data collection issues ({0});Noch nicht behobene Datenerfassungsprobleme ({0});;;;;
DSH;REST;communication.bulk.result.success.runDescription;The selected communications have been queued for the next scheduled run. Check status in the column 'Current status'.;Die ausgew?ten Mitteilungen wurden zur n?sten geplanten Ausf?ng in die Warteschlange gestellt. Status in der Spalte 'Aktueller Status' ?pr?.;x;;;;
DSH;REST;connection.bulk.result.success.runNowDescription;The selected connections and their associated executable tasks have been queued. Check status in the column 'Current status'.;Die ausgew?ten Verbindungen und die zugeh?en ausf?aren Tasks wurden in die Warteschlange gestellt. Status in der Spalte 'Aktueller Status' ?pr?.;x;;;;
DSH;REST;connection.communication.widget.details.emptyMsg;There are no communication tasks to display;Keine Kommunikationstasks zur Anzeige verf?r.;;;;;
DSH;REST;overview.widget.connections.heatmap.combineLabel;Combine last result and;Das aktuellste Ergebnis kombinieren mit;;;;;
DSH;REST;overview.widget.openDataCollectionIssues.overdue;Overdue;?erf?ig;;;;;
DSH;REST;communication.bulk.confirmation.runNowDescription;The selected communications will be queued for an immediate run. Status will be available in the column 'Current status'.;Die ausgew?ten Mitteilungen werden zur sofortigen Ausf?ng in die Warteschlange gestellt. Der Status wird in der Spalte 'Aktueller Status' verf?r sein.;x;;;;
DSH;REST;connection.widget.details.comTasksNotCompleted[0];No communication tasks not completed;Keine Kommunikationstasks nicht fertiggestellt;;;;;
DSH;REST;connection.widget.details.comTasksNotCompleted[1];1 communication task not completed;1 Kommunikationstask nicht fertiggestellt;;;;;
DSH;REST;overview.widget.communicationServers.tt.downSince;Not responding since;Reagiert nicht seit;;;;;
DSH;REST;overview.widget.openDataCollectionIssues.dueToday;Due today;Heute f?ig;;;;;
DSH;REST;communication.bulk.actionRadioGroup.RunDescription;The selected communications will be queued for the next scheduled run.;Die ausgew?ten Mitteilungen werden zur n?sten geplanten Ausf?ng in die Warteschlange gestellt.;;;;;
DSH;REST;connection.bulk.actionRadioGroup.RunNowDescription;The selected outbound connections and their associated tasks with status Pending, Failed, Retrying or Never completed will be queued. All non-outbound connections will be ignored.;Die ausgew?ten Ausgangsverbindungen und die ihnen zugeh?en Tasks mit dem Status ausstehend, fehlgeschlagen, erneut versuchen oder noch nicht abgeschlossen werden in die Warteschlange gestellt. Alle Nicht-Ausgangsverbindungen werden ignoriert.;x;;;;
DSH;REST;connection.bulk.confirmation.adjustAttributesTitle;Adjust connection attributes for the selected connections?;Verbindungsattribute f?ie ausgew?ten Verbindungen anpassen?;;;;;
DSH;REST;connection.communication.widget.details.displayMsg;{0} - {1} of {2} communication tasks;{0} - {1} von {2} Kommunikationstasks;;;;;
DSH;REST;connection.widget.details.comTasksSuccessful[many];{0} communication tasks successful;{0} Kommunikationstasks erfolgreich;;;;;
DSH;REST;overview.widget.flaggedDevices.device.creationDate;Flagged date;Markiertes Datum;;;;;
DSH;REST;overview.widget.flaggedDevices.device.serialNumber;Serial number;Seriennummer;;;;;
DSH;REST;overview.widget.openDataCollectionIssues.topIssues;Top {0} most urgent issues assigned to me;Die mir zugewiesenen wichtigsten {0} dringendsten Probleme;;;;;
DSH;REST;communication.bulk.result.success.runNowDescription;The selected communications have been queued for an immediate run. Check status in the column 'Current status'.;Die ausgew?ten Mitteilungen wurden zur sofortigen Ausf?ng in die Warteschlange gestellt. Status in der Spalte 'Aktueller Status' ?pr?.;s;;;;
DSH;REST;overview.widget.communicationServers.manageLinkText;Manage communication servers;Kommunikationsserver verwalten;;;;;
DSH;REST;overview.widget.communicationServers.noServersFound;No communication servers found;Keine Kommunikationsserver gefunden;;;;;
DSH;REST;overview.widget.communications.heatmap.combineLabel;Combine last result and device type;Das aktuellste Ergebnis mit dem Ger?typ kombinieren.;;;;;
DSH;REST;workspace.dataCommunication.connections.empty.title;No connections found;Keine Verbindungen gefunden.;;;;;
DSH;REST;workspace.myFavoriteDeviceGroups.empty.list.action1;Add device group;Ger?gruppe hinzuf?;;;;;
DSH;REST;workspace.myFavoriteDeviceGroups.empty.list.reason1;No device groups have been defined yet.;Es wurden noch keine Ger?gruppen definiert.;;;;;
DSH;REST;connection.bulk.result.failure.adjustAttributesTitle;Failed to queue the requested connection attribute adjustments;Einf? in die Warteschlange der angeforderten Anpassungen der Verbindungsattribute fehlgeschlagen;;;;;
DSH;REST;connection.bulk.result.success.adjustAttributesTitle;Successfully queued the requested connection attribute adjustments;Die angeforderten Anpassungen der Verbindungsattribute wurden erfolgreich in die Warteschlange gestellt.;;;;;
DSH;REST;connection.communication.widget.details.itemsPerPage;Communication tasks per page;Kommunikationstasks pro Seite;;;;;
DSH;REST;connection.widget.details.comTasksNotCompleted[many];{0} communication tasks not completed;{0} Kommunikationstasks nicht fertiggestellt;;;;;
DSH;REST;connection.widget.filter.sharedCommunicationSchedule;Shared communication schedule;Gemeinsamer ?ertragungszeitplan;;;;;
DSH;REST;overview.widget.flaggedDevices.device.deviceTypeName;Device Type;Ger?typ;;;;;
DSH;REST;overview.widget.openDataCollectionIssues.dueTomorrow;Due tomorrow;Morgen f?ig;;;;;
DSH;REST;communication.bulk.actionRadioGroup.RunNowDescription;The selected communications will be queued for an immediate run.;Die ausgew?ten Mitteilungen werden zur sofortigen Ausf?ng in die Warteschlange gestellt.;;;;;
